age,education,relationship,sex,race,income
43,Bachelors,Unmarried,Female,White,<=50K
44,Assoc-voc,Husband,Male,Black,>50K
44,Some-college,Husband,Male,White,>50K
51,Bachelors,Husband,Male,White,<=50K
46,Some-college,Not-in-family,Male,White,<=50K
43,HS-grad,Husband,Male,White,<=50K
50,Doctorate,Husband,Male,White,>50K
66,9th,Husband,Male,Black,<=50K
39,Bachelors,Husband,Male,White,>50K
31,Masters,Not-in-family,Male,White,>50K
20,HS-grad,Other-relative,Male,White,<=50K
60,9th,Husband,Male,White,<=50K
29,Bachelors,Not-in-family,Male,White,<=50K
24,Bachelors,Own-child,Female,White,<=50K
44,Masters,Husband,Male,White,>50K
28,HS-grad,Not-in-family,Female,White,<=50K
51,Bachelors,Husband,Male,White,>50K
24,Preschool,Not-in-family,Male,White,<=50K
47,HS-grad,Wife,Female,White,>50K
62,5th-6th,Husband,Male,White,<=50K
45,Bachelors,Husband,Male,White,>50K
45,Some-college,Husband,Male,White,<=50K
90,HS-grad,Husband,Male,White,<=50K
50,Bachelors,Husband,Male,White,<=50K
20,11th,Own-child,Male,White,<=50K
27,Assoc-acdm,Not-in-family,Male,White,<=50K
34,Some-college,Husband,Male,White,>50K
27,Some-college,Husband,Male,Asian-Pac-Islander,>50K
65,Assoc-voc,Wife,Female,White,>50K
40,Masters,Husband,Male,White,>50K
41,10th,Own-child,Female,White,<=50K
22,Some-college,Own-child,Female,White,<=50K
27,Bachelors,Own-child,Female,White,<=50K
30,HS-grad,Husband,Male,White,>50K
40,Bachelors,Husband,Male,White,<=50K
47,HS-grad,Husband,Male,White,>50K
35,Some-college,Own-child,Male,White,<=50K
23,Some-college,Husband,Male,White,<=50K
52,12th,Husband,Male,White,>50K
39,HS-grad,Unmarried,Female,Amer-Indian-Eskimo,<=50K
49,10th,Husband,Male,White,<=50K
41,Bachelors,Husband,Male,White,>50K
49,Bachelors,Husband,Male,White,>50K
40,Masters,Not-in-family,Male,White,>50K
44,Prof-school,Not-in-family,Male,White,>50K
25,Some-college,Not-in-family,Male,White,<=50K
31,Bachelors,Husband,Male,White,>50K
68,Assoc-voc,Not-in-family,Female,White,>50K
19,Some-college,Own-child,Female,Asian-Pac-Islander,<=50K
59,Some-college,Husband,Male,White,<=50K
30,Some-college,Husband,Male,White,<=50K
43,HS-grad,Husband,Male,White,>50K
54,HS-grad,Husband,Male,Black,>50K
40,HS-grad,Not-in-family,Male,White,<=50K
51,Assoc-voc,Not-in-family,Female,White,<=50K
46,Bachelors,Husband,Male,White,>50K
24,HS-grad,Husband,Male,White,>50K
17,11th,Own-child,Female,White,<=50K
49,Some-college,Not-in-family,Female,White,<=50K
39,HS-grad,Unmarried,Female,White,<=50K
37,10th,Wife,Female,White,<=50K
66,HS-grad,Not-in-family,Female,Black,<=50K
51,Doctorate,Not-in-family,Female,White,>50K
33,5th-6th,Unmarried,Female,White,<=50K
55,Some-college,Husband,Male,White,>50K
60,HS-grad,Unmarried,Female,White,<=50K
35,Assoc-acdm,Husband,Male,White,<=50K
25,Bachelors,Wife,Female,White,<=50K
60,11th,Unmarried,Female,Black,<=50K
57,7th-8th,Husband,Male,White,>50K
31,Assoc-voc,Husband,Male,White,>50K
34,Bachelors,Husband,Male,White,>50K
68,Doctorate,Husband,Male,White,>50K
26,HS-grad,Own-child,Female,White,<=50K
37,9th,Husband,Male,White,>50K
68,Doctorate,Husband,Male,White,<=50K
41,Masters,Husband,Male,White,>50K
34,Bachelors,Not-in-family,Male,White,<=50K
49,HS-grad,Not-in-family,Male,White,>50K
33,Some-college,Husband,Male,White,<=50K
58,1st-4th,Unmarried,Male,Black,<=50K
38,Bachelors,Husband,Male,White,>50K
21,Some-college,Own-child,Male,White,<=50K
73,HS-grad,Husband,Male,White,<=50K
49,Masters,Not-in-family,Male,White,<=50K
52,10th,Husband,Male,White,<=50K
51,Doctorate,Husband,Male,Asian-Pac-Islander,<=50K
19,Some-college,Own-child,Female,White,<=50K
50,Prof-school,Husband,Male,White,>50K
53,7th-8th,Husband,Male,White,<=50K
23,Bachelors,Not-in-family,Female,White,<=50K
51,Masters,Husband,Male,White,>50K
19,HS-grad,Own-child,Male,White,<=50K
64,10th,Husband,Male,White,>50K
46,Bachelors,Husband,Male,White,<=50K
48,Some-college,Husband,Male,White,>50K
50,Some-college,Not-in-family,Male,White,<=50K
41,HS-grad,Own-child,Male,White,<=50K
44,Some-college,Husband,Male,White,>50K
22,HS-grad,Unmarried,Female,White,<=50K
78,Bachelors,Husband,Male,White,>50K
30,Bachelors,Husband,Male,White,>50K
37,HS-grad,Unmarried,Female,White,<=50K
44,Some-college,Husband,Male,White,>50K
32,Assoc-voc,Other-relative,Male,Asian-Pac-Islander,<=50K
66,Bachelors,Husband,Male,White,>50K
42,7th-8th,Unmarried,Male,White,<=50K
47,Some-college,Wife,Female,White,<=50K
70,Bachelors,Not-in-family,Male,White,<=50K
43,5th-6th,Unmarried,Female,White,<=50K
50,HS-grad,Husband,Male,White,<=50K
66,Masters,Husband,Male,White,<=50K
55,HS-grad,Husband,Male,White,>50K
61,1st-4th,Husband,Male,White,<=50K
43,Some-college,Husband,Male,White,>50K
48,Masters,Husband,Male,White,>50K
19,12th,Own-child,Female,Other,<=50K
28,Some-college,Own-child,Male,White,<=50K
78,7th-8th,Husband,Male,White,<=50K
20,10th,Not-in-family,Female,White,<=50K
52,HS-grad,Husband,Male,White,>50K
46,HS-grad,Husband,Male,White,>50K
56,HS-grad,Husband,Male,White,>50K
27,Bachelors,Not-in-family,Male,White,<=50K
37,Bachelors,Not-in-family,Female,White,<=50K
48,5th-6th,Husband,Male,White,<=50K
46,Bachelors,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,>50K
42,Bachelors,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,<=50K
17,10th,Own-child,Male,White,<=50K
31,Bachelors,Not-in-family,Male,White,<=50K
23,Bachelors,Not-in-family,Male,White,<=50K
64,HS-grad,Husband,Male,White,<=50K
60,Masters,Husband,Male,White,<=50K
22,Some-college,Not-in-family,Female,White,<=50K
47,Masters,Husband,Male,White,>50K
22,9th,Unmarried,Female,Black,<=50K
37,Some-college,Husband,Male,White,>50K
42,Prof-school,Husband,Male,White,>50K
20,Some-college,Own-child,Female,White,<=50K
23,Some-college,Own-child,Female,Black,<=50K
35,Some-college,Wife,Female,White,>50K
56,HS-grad,Not-in-family,Female,White,<=50K
50,Assoc-voc,Husband,Male,White,>50K
35,Bachelors,Husband,Male,White,>50K
55,Bachelors,Husband,Male,White,>50K
23,Some-college,Not-in-family,Female,White,<=50K
24,Bachelors,Not-in-family,Male,White,<=50K
45,Some-college,Husband,Male,White,<=50K
28,11th,Own-child,Male,White,<=50K
44,Prof-school,Husband,Male,White,>50K
47,Bachelors,Husband,Male,White,<=50K
56,Some-college,Not-in-family,Female,Black,<=50K
30,Bachelors,Unmarried,Male,White,<=50K
65,Assoc-voc,Husband,Male,White,<=50K
48,Assoc-voc,Husband,Male,Asian-Pac-Islander,>50K
61,HS-grad,Husband,Male,White,>50K
51,9th,Husband,Male,White,<=50K
39,Bachelors,Wife,Female,White,>50K
45,Bachelors,Husband,Male,White,>50K
43,Some-college,Husband,Male,White,>50K
32,HS-grad,Own-child,Male,White,<=50K
22,Assoc-voc,Own-child,Male,White,<=50K
37,Masters,Not-in-family,Male,White,<=50K
47,Masters,Husband,Male,White,>50K
35,Some-college,Unmarried,Female,White,<=50K
19,Some-college,Own-child,Male,White,<=50K
31,HS-grad,Own-child,Male,White,<=50K
38,HS-grad,Husband,Male,White,<=50K
54,9th,Husband,Male,White,>50K
34,Prof-school,Husband,Male,White,>50K
43,Masters,Husband,Male,White,>50K
71,Assoc-voc,Not-in-family,Female,White,<=50K
44,Bachelors,Not-in-family,Male,White,>50K
27,Some-college,Husband,Male,White,>50K
21,Some-college,Own-child,Male,White,<=50K
38,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
60,Some-college,Unmarried,Male,White,>50K
29,Assoc-voc,Husband,Male,Asian-Pac-Islander,>50K
49,HS-grad,Husband,Male,White,<=50K
26,10th,Not-in-family,Female,White,<=50K
33,Bachelors,Other-relative,Female,Black,<=50K
39,Bachelors,Husband,Male,White,>50K
26,HS-grad,Husband,Male,White,<=50K
31,Some-college,Husband,Male,White,>50K
30,11th,Own-child,Male,White,<=50K
53,Bachelors,Husband,Male,White,>50K
46,Bachelors,Husband,Male,White,>50K
60,5th-6th,Husband,Male,White,<=50K
26,Bachelors,Not-in-family,Male,White,<=50K
39,Bachelors,Husband,Male,White,>50K
32,Some-college,Not-in-family,Male,Amer-Indian-Eskimo,<=50K
44,Bachelors,Husband,Male,White,>50K
30,HS-grad,Husband,Male,White,<=50K
19,HS-grad,Own-child,Male,White,<=50K
27,Assoc-acdm,Unmarried,Male,White,<=50K
53,Bachelors,Not-in-family,Male,Amer-Indian-Eskimo,<=50K
24,Bachelors,Other-relative,Female,Asian-Pac-Islander,<=50K
41,HS-grad,Husband,Male,White,>50K
36,HS-grad,Unmarried,Female,White,<=50K
33,Bachelors,Husband,Male,White,>50K
24,HS-grad,Not-in-family,Female,White,<=50K
37,Some-college,Husband,Male,White,>50K
35,HS-grad,Not-in-family,Male,White,<=50K
32,Some-college,Not-in-family,Male,White,<=50K
45,HS-grad,Not-in-family,Male,White,>50K
19,Some-college,Own-child,Female,White,<=50K
67,Masters,Not-in-family,Female,White,<=50K
32,Assoc-acdm,Wife,Female,White,>50K
43,HS-grad,Husband,Male,White,<=50K
68,HS-grad,Husband,Male,White,>50K
45,Assoc-acdm,Husband,Male,White,<=50K
25,Bachelors,Own-child,Female,Black,<=50K
53,5th-6th,Other-relative,Female,White,<=50K
30,Prof-school,Not-in-family,Female,White,<=50K
44,Bachelors,Husband,Male,White,>50K
25,HS-grad,Unmarried,Female,White,<=50K
76,HS-grad,Husband,Male,White,<=50K
61,Doctorate,Husband,Male,White,>50K
57,Masters,Husband,Male,Black,>50K
37,Bachelors,Husband,Male,White,>50K
36,Some-college,Husband,Male,White,>50K
25,Some-college,Not-in-family,Female,White,<=50K
30,Bachelors,Wife,Female,Asian-Pac-Islander,>50K
21,Some-college,Wife,Female,Amer-Indian-Eskimo,<=50K
41,Some-college,Husband,Male,White,>50K
49,11th,Husband,Male,White,<=50K
57,1st-4th,Not-in-family,Male,White,<=50K
29,HS-grad,Not-in-family,Male,Asian-Pac-Islander,<=50K
56,HS-grad,Husband,Male,White,>50K
36,HS-grad,Husband,Male,White,>50K
39,HS-grad,Husband,Male,White,>50K
47,5th-6th,Unmarried,Female,White,<=50K
70,Some-college,Husband,Male,White,<=50K
28,Masters,Not-in-family,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
81,HS-grad,Husband,Male,White,>50K
37,HS-grad,Unmarried,Male,White,<=50K
30,Bachelors,Husband,Male,White,>50K
42,Some-college,Unmarried,Female,White,<=50K
51,Some-college,Unmarried,Female,White,<=50K
45,Masters,Unmarried,Male,White,>50K
34,Prof-school,Husband,Male,White,>50K
39,Bachelors,Not-in-family,Male,White,<=50K
57,Bachelors,Husband,Male,White,<=50K
28,Assoc-acdm,Unmarried,Male,White,<=50K
30,Some-college,Unmarried,Female,Black,<=50K
63,Some-college,Husband,Male,White,>50K
28,HS-grad,Not-in-family,Female,White,<=50K
70,Masters,Husband,Male,White,>50K
26,Bachelors,Not-in-family,Female,White,<=50K
54,5th-6th,Husband,Male,White,>50K
36,12th,Husband,Male,White,<=50K
26,HS-grad,Other-relative,Male,Asian-Pac-Islander,<=50K
38,Bachelors,Husband,Male,White,>50K
65,Bachelors,Husband,Male,White,>50K
54,Some-college,Not-in-family,Male,White,<=50K
23,HS-grad,Own-child,Male,Asian-Pac-Islander,<=50K
32,HS-grad,Not-in-family,Male,White,<=50K
59,7th-8th,Husband,Male,White,<=50K
53,11th,Not-in-family,Female,White,<=50K
43,HS-grad,Not-in-family,Male,White,<=50K
42,Some-college,Husband,Male,White,<=50K
73,Bachelors,Husband,Male,White,<=50K
40,Some-college,Wife,Female,White,>50K
40,10th,Not-in-family,Female,Black,<=50K
39,HS-grad,Not-in-family,Female,White,<=50K
42,Prof-school,Husband,Male,White,>50K
75,Some-college,Not-in-family,Male,White,<=50K
26,HS-grad,Unmarried,Male,White,<=50K
44,Some-college,Husband,Male,White,>50K
55,HS-grad,Not-in-family,Female,White,>50K
28,HS-grad,Own-child,Female,White,<=50K
51,HS-grad,Husband,Male,White,<=50K
39,HS-grad,Husband,Male,White,>50K
64,Bachelors,Not-in-family,Male,White,<=50K
51,Masters,Husband,Male,White,>50K
37,HS-grad,Not-in-family,Male,White,<=50K
22,HS-grad,Not-in-family,Male,White,<=50K
49,Some-college,Husband,Male,White,>50K
53,HS-grad,Not-in-family,Male,White,>50K
57,Prof-school,Husband,Male,White,>50K
39,Masters,Husband,Male,White,>50K
39,Masters,Wife,Female,White,>50K
36,HS-grad,Husband,Male,White,<=50K
32,HS-grad,Not-in-family,Male,White,<=50K
23,Some-college,Not-in-family,Male,White,<=50K
80,HS-grad,Husband,Male,White,<=50K
48,Some-college,Husband,Male,White,>50K
35,HS-grad,Husband,Male,White,<=50K
35,Bachelors,Husband,Male,White,>50K
34,Assoc-acdm,Not-in-family,Male,White,<=50K
35,Some-college,Husband,Male,White,<=50K
24,Bachelors,Own-child,Male,White,<=50K
46,Bachelors,Wife,Female,White,>50K
46,Prof-school,Husband,Male,White,>50K
30,HS-grad,Husband,Male,White,>50K
27,Some-college,Not-in-family,Female,White,<=50K
31,Bachelors,Not-in-family,Female,White,<=50K
47,HS-grad,Husband,Male,White,<=50K
27,HS-grad,Wife,Female,White,<=50K
45,HS-grad,Husband,Male,White,>50K
46,Some-college,Husband,Male,White,>50K
40,HS-grad,Husband,Male,White,>50K
63,Bachelors,Husband,Male,White,>50K
37,HS-grad,Husband,Male,White,>50K
26,HS-grad,Unmarried,Male,White,<=50K
29,12th,Not-in-family,Male,White,<=50K
37,9th,Husband,Male,White,<=50K
47,Masters,Not-in-family,Male,White,>50K
67,7th-8th,Husband,Male,White,<=50K
69,HS-grad,Husband,Male,White,>50K
44,HS-grad,Wife,Female,White,>50K
38,HS-grad,Husband,Male,White,<=50K
46,Bachelors,Husband,Male,White,>50K
27,HS-grad,Husband,Male,Black,>50K
17,10th,Own-child,Female,White,<=50K
37,Bachelors,Wife,Female,White,>50K
41,Some-college,Husband,Male,White,>50K
59,Bachelors,Husband,Male,White,>50K
36,5th-6th,Husband,Male,White,>50K
44,Some-college,Husband,Male,White,>50K
55,HS-grad,Unmarried,Female,White,>50K
29,Assoc-voc,Not-in-family,Male,Black,<=50K
63,Assoc-acdm,Not-in-family,Male,White,>50K
29,Some-college,Not-in-family,Male,White,<=50K
22,HS-grad,Not-in-family,Female,White,<=50K
38,HS-grad,Unmarried,Female,White,<=50K
51,10th,Husband,Male,White,>50K
34,Masters,Husband,Male,White,>50K
65,Bachelors,Husband,Male,White,>50K
31,Bachelors,Wife,Female,White,>50K
51,Bachelors,Husband,Male,White,<=50K
39,Bachelors,Husband,Male,White,>50K
75,HS-grad,Husband,Male,White,<=50K
56,Some-college,Husband,Male,White,<=50K
53,Bachelors,Husband,Male,White,>50K
31,Bachelors,Husband,Male,White,<=50K
31,Assoc-voc,Own-child,Male,White,<=50K
55,HS-grad,Husband,Male,White,>50K
51,HS-grad,Husband,Male,White,<=50K
29,5th-6th,Husband,Male,White,<=50K
32,HS-grad,Husband,Male,White,>50K
73,HS-grad,Not-in-family,Female,White,>50K
37,Bachelors,Husband,Male,White,>50K
32,Bachelors,Not-in-family,Male,White,>50K
28,HS-grad,Husband,Male,White,<=50K
25,HS-grad,Other-relative,Male,White,<=50K
44,Assoc-acdm,Husband,Male,White,>50K
55,HS-grad,Husband,Male,White,>50K
40,HS-grad,Wife,Female,White,>50K
44,10th,Unmarried,Female,Other,<=50K
41,Bachelors,Not-in-family,Female,Black,>50K
25,HS-grad,Unmarried,Female,Black,<=50K
23,10th,Not-in-family,Female,White,<=50K
40,Some-college,Husband,Male,White,<=50K
34,Some-college,Husband,Male,White,>50K
48,Masters,Husband,Male,White,>50K
40,HS-grad,Not-in-family,Male,White,<=50K
32,HS-grad,Husband,Male,White,<=50K
19,Some-college,Not-in-family,Female,White,<=50K
53,Bachelors,Husband,Male,White,>50K
23,11th,Own-child,Male,White,<=50K
32,HS-grad,Own-child,Male,Black,<=50K
51,HS-grad,Own-child,Female,White,<=50K
47,Some-college,Husband,Male,White,>50K
31,Assoc-acdm,Own-child,Male,White,<=50K
37,HS-grad,Not-in-family,Male,White,>50K
46,Assoc-acdm,Husband,Male,White,>50K
48,HS-grad,Unmarried,Male,Black,<=50K
43,7th-8th,Husband,Male,White,<=50K
34,10th,Not-in-family,Female,White,<=50K
51,Masters,Not-in-family,Male,White,>50K
22,Bachelors,Other-relative,Female,White,<=50K
49,Some-college,Husband,Male,White,>50K
43,HS-grad,Husband,Male,Black,>50K
40,Some-college,Husband,Male,White,>50K
35,Some-college,Husband,Male,White,>50K
57,HS-grad,Husband,Male,White,>50K
62,Bachelors,Husband,Male,White,>50K
21,Some-college,Own-child,Male,White,<=50K
23,HS-grad,Own-child,Female,White,<=50K
48,5th-6th,Not-in-family,Male,White,<=50K
39,Bachelors,Own-child,Male,White,<=50K
17,11th,Own-child,Male,White,<=50K
41,HS-grad,Husband,Male,White,<=50K
31,HS-grad,Own-child,Female,White,<=50K
28,HS-grad,Husband,Male,White,<=50K
46,Bachelors,Husband,Male,White,>50K
36,Masters,Wife,Female,White,>50K
33,Masters,Not-in-family,Male,Asian-Pac-Islander,<=50K
56,7th-8th,Husband,Male,White,>50K
50,11th,Unmarried,Female,White,<=50K
39,Prof-school,Husband,Male,White,>50K
35,HS-grad,Husband,Male,White,>50K
55,Bachelors,Husband,Male,White,<=50K
53,HS-grad,Husband,Male,White,>50K
19,Some-college,Own-child,Female,White,<=50K
70,HS-grad,Husband,Male,White,>50K
21,Some-college,Own-child,Male,White,<=50K
27,Bachelors,Own-child,Male,White,<=50K
20,Some-college,Unmarried,Female,Black,<=50K
21,Some-college,Own-child,Female,White,<=50K
54,HS-grad,Unmarried,Male,White,<=50K
57,HS-grad,Other-relative,Female,Black,<=50K
33,HS-grad,Husband,Male,White,<=50K
20,Some-college,Not-in-family,Female,White,<=50K
31,Some-college,Unmarried,Female,Black,<=50K
40,HS-grad,Husband,Male,White,>50K
20,HS-grad,Not-in-family,Male,White,<=50K
21,Some-college,Own-child,Male,White,<=50K
60,Bachelors,Own-child,Male,White,<=50K
55,Some-college,Husband,Male,White,>50K
26,Bachelors,Not-in-family,Male,Asian-Pac-Islander,<=50K
45,Bachelors,Husband,Male,White,>50K
46,Some-college,Husband,Male,White,>50K
38,HS-grad,Husband,Male,Black,>50K
57,Some-college,Other-relative,Male,White,<=50K
34,Bachelors,Wife,Female,White,>50K
37,Bachelors,Not-in-family,Male,White,<=50K
35,Masters,Not-in-family,Male,White,>50K
37,Bachelors,Not-in-family,Male,Asian-Pac-Islander,<=50K
38,Bachelors,Not-in-family,Male,White,>50K
31,HS-grad,Husband,Male,White,>50K
52,Some-college,Husband,Male,White,>50K
65,HS-grad,Husband,Male,White,>50K
32,HS-grad,Husband,Male,White,>50K
45,HS-grad,Husband,Male,White,<=50K
54,Assoc-voc,Husband,Male,Asian-Pac-Islander,<=50K
64,Masters,Husband,Male,Asian-Pac-Islander,<=50K
41,Bachelors,Wife,Female,White,>50K
43,HS-grad,Wife,Female,Black,>50K
35,Bachelors,Husband,Male,White,>50K
30,HS-grad,Husband,Male,White,<=50K
29,Some-college,Own-child,Male,White,<=50K
46,Masters,Not-in-family,Male,White,<=50K
31,HS-grad,Wife,Female,White,<=50K
44,Masters,Husband,Male,White,>50K
38,HS-grad,Husband,Male,White,<=50K
51,HS-grad,Husband,Male,White,>50K
26,Some-college,Husband,Male,Black,<=50K
47,Masters,Not-in-family,Male,White,<=50K
33,HS-grad,Own-child,Female,White,<=50K
36,Bachelors,Husband,Male,Black,>50K
44,Bachelors,Husband,Male,White,<=50K
45,Masters,Husband,Male,White,>50K
55,Masters,Husband,Male,White,>50K
61,Some-college,Husband,Male,White,<=50K
33,Bachelors,Not-in-family,Female,White,>50K
64,Assoc-voc,Husband,Male,White,<=50K
43,Bachelors,Own-child,Female,White,<=50K
34,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
58,Some-college,Husband,Male,White,>50K
25,Some-college,Own-child,Female,Black,<=50K
41,Assoc-voc,Not-in-family,Female,White,<=50K
31,HS-grad,Husband,Male,White,>50K
47,Prof-school,Husband,Male,White,>50K
34,Some-college,Not-in-family,Male,Black,>50K
40,Some-college,Unmarried,Female,Black,<=50K
47,HS-grad,Husband,Male,White,>50K
47,HS-grad,Husband,Male,White,<=50K
41,Masters,Husband,Male,White,>50K
38,Prof-school,Husband,Male,White,>50K
32,HS-grad,Not-in-family,Female,White,<=50K
44,HS-grad,Husband,Male,White,>50K
41,Some-college,Wife,Female,White,<=50K
29,Some-college,Not-in-family,Male,White,<=50K
42,11th,Husband,Male,White,<=50K
60,HS-grad,Husband,Male,Amer-Indian-Eskimo,>50K
57,Some-college,Husband,Male,White,>50K
33,Masters,Husband,Male,White,>50K
57,Bachelors,Husband,Male,White,>50K
27,HS-grad,Husband,Male,White,>50K
41,HS-grad,Not-in-family,Male,White,<=50K
47,HS-grad,Husband,Male,White,>50K
32,HS-grad,Husband,Male,White,>50K
35,HS-grad,Not-in-family,Female,White,<=50K
20,Some-college,Own-child,Female,White,<=50K
21,Some-college,Not-in-family,Male,White,<=50K
28,HS-grad,Not-in-family,Male,Black,<=50K
42,Bachelors,Husband,Male,Black,>50K
43,Some-college,Husband,Male,White,>50K
68,Some-college,Not-in-family,Female,White,<=50K
43,Bachelors,Not-in-family,Male,White,>50K
38,Some-college,Wife,Female,White,>50K
37,Assoc-voc,Husband,Male,White,>50K
47,Prof-school,Wife,Female,White,>50K
49,Masters,Husband,Male,White,>50K
55,HS-grad,Unmarried,Male,White,<=50K
37,HS-grad,Husband,Male,White,<=50K
22,HS-grad,Own-child,Male,White,<=50K
47,Some-college,Unmarried,Female,White,>50K
65,Bachelors,Husband,Male,White,>50K
59,HS-grad,Not-in-family,Male,White,<=50K
18,HS-grad,Own-child,Male,White,<=50K
38,Bachelors,Wife,Female,White,>50K
31,Bachelors,Not-in-family,Male,White,>50K
52,Bachelors,Unmarried,Female,White,>50K
27,Assoc-voc,Husband,Male,White,<=50K
32,Doctorate,Not-in-family,Male,White,>50K
37,HS-grad,Unmarried,Male,White,<=50K
52,10th,Other-relative,Female,White,<=50K
29,Bachelors,Not-in-family,Female,White,>50K
30,Some-college,Husband,Male,White,<=50K
35,Bachelors,Husband,Male,White,>50K
38,Some-college,Unmarried,Female,Black,<=50K
39,Some-college,Husband,Male,White,>50K
29,HS-grad,Wife,Female,White,>50K
82,7th-8th,Husband,Male,White,<=50K
32,HS-grad,Unmarried,Female,Black,<=50K
59,HS-grad,Husband,Male,White,<=50K
44,Masters,Husband,Male,White,>50K
31,1st-4th,Husband,Male,White,<=50K
45,Bachelors,Husband,Male,White,>50K
50,10th,Husband,Male,White,>50K
40,Prof-school,Husband,Male,Asian-Pac-Islander,>50K
27,11th,Other-relative,Male,Black,<=50K
35,Some-college,Husband,Male,White,<=50K
56,Doctorate,Husband,Male,White,>50K
74,10th,Husband,Male,White,<=50K
41,Bachelors,Husband,Male,White,>50K
26,Bachelors,Not-in-family,Male,White,<=50K
53,Assoc-acdm,Husband,Male,White,<=50K
19,HS-grad,Not-in-family,Female,White,<=50K
22,Some-college,Wife,Female,White,<=50K
23,HS-grad,Husband,Male,White,<=50K
31,HS-grad,Husband,Male,White,<=50K
44,Assoc-acdm,Not-in-family,Female,White,>50K
47,HS-grad,Unmarried,Female,White,<=50K
30,HS-grad,Unmarried,Male,White,<=50K
19,HS-grad,Other-relative,Female,Asian-Pac-Islander,<=50K
59,Some-college,Own-child,Female,Black,<=50K
48,HS-grad,Husband,Male,White,>50K
73,10th,Not-in-family,Male,White,<=50K
29,12th,Not-in-family,Female,Black,<=50K
27,HS-grad,Not-in-family,Male,Black,<=50K
42,1st-4th,Husband,Male,White,<=50K
30,HS-grad,Not-in-family,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
55,Bachelors,Husband,Male,White,>50K
49,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
50,Masters,Husband,Male,White,>50K
64,HS-grad,Not-in-family,Female,White,<=50K
60,Assoc-acdm,Husband,Male,White,>50K
22,Some-college,Not-in-family,Female,White,<=50K
43,Masters,Husband,Male,White,>50K
19,Some-college,Own-child,Male,White,<=50K
63,Some-college,Not-in-family,Female,White,<=50K
49,HS-grad,Husband,Male,White,<=50K
28,Bachelors,Husband,Male,White,<=50K
66,Masters,Not-in-family,Male,White,<=50K
41,Masters,Wife,Female,White,>50K
20,Some-college,Own-child,Female,White,<=50K
50,HS-grad,Husband,Male,White,>50K
26,HS-grad,Unmarried,Female,Black,<=50K
29,Assoc-acdm,Unmarried,Female,White,>50K
28,Masters,Husband,Male,White,>50K
26,Some-college,Not-in-family,Male,White,<=50K
28,HS-grad,Husband,Male,White,>50K
52,Bachelors,Husband,Male,White,>50K
39,Bachelors,Husband,Male,White,>50K
21,HS-grad,Own-child,Male,White,<=50K
28,Some-college,Not-in-family,Female,White,<=50K
47,Some-college,Husband,Male,White,>50K
68,Masters,Husband,Male,White,>50K
60,HS-grad,Husband,Male,White,>50K
30,HS-grad,Not-in-family,Female,White,<=50K
30,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
54,Masters,Husband,Male,White,>50K
54,Some-college,Wife,Female,White,<=50K
17,10th,Own-child,Female,White,<=50K
36,Some-college,Husband,Male,White,>50K
18,11th,Own-child,Male,White,<=50K
44,Prof-school,Husband,Male,White,>50K
33,Assoc-acdm,Husband,Male,White,<=50K
41,Bachelors,Husband,Male,White,>50K
47,Bachelors,Husband,Male,White,>50K
51,Assoc-voc,Not-in-family,Male,White,>50K
67,Bachelors,Unmarried,Female,Black,<=50K
58,Some-college,Husband,Male,White,>50K
21,HS-grad,Own-child,Male,White,<=50K
38,Assoc-voc,Husband,Male,White,>50K
41,Masters,Husband,Male,White,>50K
20,Some-college,Own-child,Male,Asian-Pac-Islander,<=50K
54,Some-college,Wife,Female,White,>50K
36,9th,Unmarried,Female,White,<=50K
28,Bachelors,Husband,Male,White,<=50K
35,11th,Unmarried,Male,White,<=50K
39,HS-grad,Husband,Male,White,<=50K
46,HS-grad,Husband,Male,Black,>50K
42,HS-grad,Not-in-family,Male,White,>50K
24,Some-college,Own-child,Male,White,<=50K
50,HS-grad,Husband,Male,White,<=50K
23,HS-grad,Wife,Female,White,<=50K
23,HS-grad,Husband,Male,White,<=50K
44,Assoc-acdm,Unmarried,Female,White,<=50K
19,HS-grad,Not-in-family,Female,White,<=50K
41,Assoc-voc,Unmarried,Female,White,<=50K
39,Masters,Not-in-family,Male,White,>50K
45,HS-grad,Husband,Male,White,>50K
37,Assoc-voc,Husband,Male,White,>50K
60,Some-college,Own-child,Male,White,>50K
60,Some-college,Husband,Male,White,<=50K
29,Bachelors,Husband,Male,White,>50K
39,Masters,Husband,Male,White,>50K
44,11th,Husband,Male,White,<=50K
20,HS-grad,Unmarried,Female,Black,<=50K
37,Bachelors,Not-in-family,Male,White,>50K
38,Masters,Husband,Male,Black,>50K
50,Prof-school,Not-in-family,Male,White,>50K
47,Some-college,Unmarried,Female,Black,<=50K
25,Bachelors,Husband,Male,White,>50K
28,Masters,Not-in-family,Female,White,>50K
77,9th,Husband,Male,Black,<=50K
17,12th,Own-child,Female,White,<=50K
39,Masters,Husband,Male,White,>50K
47,Prof-school,Husband,Male,White,>50K
59,Some-college,Husband,Male,White,>50K
